Manuscript number 	Plate number- IAA inventory 	Fragment number (on IAA plate)	DJD- publication number
4Q378	-167	1	DJD22 pl.XVII:1
4Q378	-167	3	DJD22 pl.XVII:3
4Q378	-167	6	DJD22 pl.XVII:4
4Q378	-167	4	DJD22 pl.XVII:5
4Q378	-167	8	DJD22 pl.XVIII:7
4Q378	-167	5	DJD22 pl.XVIII:10
4Q378	-167	7	DJD22 pl.XVII:6
4Q378	-167	11	DJD22 pl.XVIII:13
4Q378	-167	12	DJD22 pl.XVIII:14
4Q378	-167	10	DJD22 pl.XVIII:8
4Q378	-167	13	DJD22 pl.XVIII:12
4Q378	-167	9	DJD22 pl.XVIII:9
4Q424	-123	6	DJD36 pl.XXIII:A
4Q393	-124	4	DJD29 pl.II:3
4Q393	-124	2	DJD29 pl.II:1
4Q393	-124	1	DJD29 pl.II:2
4Q393	-124	3	DJD29 pl.II:7
4Q393	-124	5	DJD29 pl.III:4
4Q393	-124	7	DJD29 pl.III:6
4Q393	-124	6	DJD29 pl.III:5
4Q393	-124	9	DJD29 pl.III:9
4Q393	-124	8	DJD29 pl.III:8
4Q392	-126	1	DJD29 pl.II:1
4Q392	-126	2	DJD29 pl.II:2
4Q392	-126	7	DJD29 pl.III:9
4Q392	-126	5	DJD29 pl.II:5
4Q392	-126	4	DJD29 pl.III:4
4Q392	-126	11	DJD29 pl.III:8
4Q392	-126	10	DJD29 pl.III:7
4Q392	-126	9	DJD29 pl.III:6
4Q392	-126	3	DJD29 pl.III:3
4Q392	-126	6	DJD29 pl.III:10
4Q392	-126	8	DJD29 pl.III:11
4Q206	-359	1	DJD36 pl.II:3
4Q206	-359	7	BE pl.XIX:f
4Q206	-359	10	BE pl.XIX:e
4Q206	-359	4	DJD36 pl.II:2
4Q206	-359	9	BE pl.XIX:g
4Q206	-359	8	BE pl.XVIII:c
4Q206	-359	3	BE pl.XVIII:a
4Q206	-359	5	BE pl.XX:a
4Q206	-359	6	BE pl.XX:c
4Q221	-361	1	DJD13 pl.VI:1
4Q221	-361	3	DJD13 pl.VI:2
4Q221	-361	2	DJD13 pl.VI:3
4Q221	-361	4	DJD13 pl.VI:4a
4Q221	-361	6	DJD13 pl.VI:4b
4Q221	-361	5	DJD13 pl.VI:5
4Q221	-361	11	DJD13 pl.VI:6
4Q221	-361	7	DJD13 pl.VI:7a
4Q221	-361	10	DJD13 pl.VI:8
4Q221	-361	8	DJD13 pl.VI:9
4Q221	-361	9	DJD13 pl.VI:10
4Q221	-361	19	DJD13 pl.VI:16
4Q221	-361	16	DJD13 pl.VI:14
4Q221	-361	14	DJD13 pl.VI:7b
4Q221	-361	13	DJD13 pl.VI:12
4Q221	-361	18	DJD13 pl.VI:15
4Q221	-361	12	DJD13 pl.VI:11
4Q221	-361	15	DJD13 pl.VI:13
4Q221	-361	22	DJD13 pl.VI:17
4Q221	-361	20	DJD13 pl.VI:18
4Q221	-361	21	DJD13 pl.VI:19
4Q221	-361	17	not found in publication
11Q9999	(1038a)	23	
11Q9999	(1038a)	24	
11Q9999	-1020	3	
4Q388	-125	9	DJD30 pl.VIII:7
4Q388	-125	5	DJD30 pl.VIII:3a
4Q388	-125	7	DJD30 pl.VIII:4
4Q388	-125	8	DJD30 pl.VIII:3b
4Q388	-125	10	DJD30 pl.VIII:6
4Q388	-125	11	DJD30 pl.VIII:5b
4Q388	-125	3	DJD30 pl.III:7
4Q388	-125	2	DJD30 pl.III:6 & 2
4Q388	-125	1	DJD30 pl.III:3
4Q388	-125	4	DJD30 pl.III:5
4Q388	-125	6	DJD30 pl.VIII:2
4Q388	-125	17	DJD30 pl.IX:F
4Q388	-125	14	DJD30 pl.IX:D
4Q388	-125	13	DJD30 pl.IX:C
4Q388	-125	15	DJD30 pl.IX:E
4Q388	-125	12	DJD30 pl.IX:A
4Q388	-125	16	DJD30 pl.IX:G
4Q476	-128	1	DJD29 pl.XXVIII:1
4Q476	-128	2	DJD29 pl.XXVIII:2
4Q476	-128	3	DJD29 pl.XXVIII:3
4Q157	-130	1	DJD6 pl.XXVIII:1
4Q246	-209	1	DJD22 pl.XI
4Q114	-224	1	DJD16 pl.XXXV:3
4Q325	-226	1	DJD21 pl.VII:2
4Q325	-226	2	DJD21 pl.VII:3
4Q212	-228	3	BE pl.XXIII:d
4Q212	-228	1	BE pl.XXIV:e
11Q9999	-1020	5	
4Q210	-229	1	BE pl.XXVIII:
4Q210	-229	2	BE pl.XXVIII:
4Q210	-229	4	BE pl.XXVIII:??
4Q210	-229	5	BE pl.XXX:
4Q210	-229	3	BE pl.XXVIII:
4Q222	-230	1	DJD13 pl.V:1
4Q222	-230	2	DJD13 pl.V:3
4Q222	-230	5	DJD13 pl.V:2
4Q222	-230	4	DJD13 pl.V:4
4Q222	-230	3	DJD13 pl.V:5
4Q222	-230	6	DJD13 pl.V:6
11Q9999	-1020	6	
4Q157	-130	2	DJD6 pl.XXVIII:2
4Q416	-180	1	DJD34 pl.III:1
4Q416	-180	2	DJD34 pl.VI:3
4Q416	-180	3	DJD34 pl.VII:6
4Q416	-180	5	DJD34 pl.VII:7
4Q416	-180	6	DJD34 pl.VII:22
4Q416	-180	4	DJD34 pl.VI:4
4Q416	-180	11	DJD34 pl.VII:18
4Q416	-180	7	DJD34 pl.VII:5
4Q416	-180	12	DJD34 pl.VII:17
4Q416	-180	8	DJD34 pl.VII:20
4Q416	-180	9	DJD34 pl.VII:21
4Q416	-180	15	DJD34 pl.VII:19
4Q416	-180	14	DJD34 pl.VII:11
4Q416	-180	13	DJD34 pl.VII:16
1Q28b-662	-662	11	
4Q204	-191	1	BE pl.XIII:n
4Q1	(169/1)	3	DJD12 pl.I:5
4Q1	(169/1)	2	DJD12 pl.I:4
4Q1	(169/1)	1	DJD12 pl.I:9
4Q1	(169/1)	4	DJD12 pl.I:6
1Q28b-662	-662	14	
1Q28b-664	-664	4	
1Q28b-664	-664	5	
1Q29	-663	2	
1Q29	-663	3	
1Q29	-663	4	
1Q29	-663	5	
1Q29	-663	25	
1Q5	-673	1	
1Q5	-673	2	
1Q5	-673	3	
4Q211	-369	1	BE pl.XXIX:
4Q211	-369	2	BE pl.XXIX:
4Q270	-703	1	DJD18 pl.XXXIV:7i
4Q270	-703	2	DJD18 pl.XXXIV:7i
4Q207	-143	1	BE pl.XXI:l
4Q540	-150	3	DJD31 pl.XII:3
4Q540	-150	2	DJD31 pl.XII:2
4Q540	-150	1	DJD31 pl.XII:1
4Q403	(155/1)	1	DJD11 pl.XX:1
4Q434	(156a)	1	DJD29 pl.XVIII:4
4Q434	(156a)	2	DJD29 pl.XIX:7
1Q5	-673	4	
4Q434	(156a)	3	DJD29 pl.XIX:10
4Q434	(156a)	4	DJD29 pl.XIX:8
4Q434	(156a)	6	DJD29 pl.XVIII:
4Q434	(156a)	5	DJD29 pl.XVIII:6a
4Q434	(156a)	9	DJD29 pl.XVIII:6b
4Q434	(156a)	8	DJD29 pl.XVIII:5
4Q434	(156a/1)	1	DJD29 pl.XVII:1
1Q5	-673	5	
4Q206	(359a)	1	BE pl.XVIII:b
4Q562	-332	1	DJD37 pl.XVII:1
4Q562	-332	2	DJD37 pl.XVII:7
4Q562	-332	3	DJD37 pl.XVII:2
4Q562	-332	4	DJD37 pl.XVII:9+10
4Q562	-332	5	DJD37 pl.XVII:8
4Q562	-332	6	DJD37 pl.XVII:4
4Q562	-332	7	DJD37 pl.XVII:3
4Q562	-332	8	DJD37 pl.XVII:12
4Q562	-332	11	DJD37 pl.XVII:5
4Q562	-332	10	DJD37 pl.XVII:6
4Q562	-332	9	DJD37 pl.XVII:11
4Q439	-334	1	DJD29 pl.XXIV:1
4Q439	-334	2	DJD29 pl.XXIV:2
4Q531	-328	3	DJD31 pl.III:2
4Q531	-328	2	DJD31 pl.III:5
4Q531	-328	1	DJD31 pl.III:7
4Q531	-328	4	DJD31 pl.III:6
4Q531	-328	8	DJD31 pl.III:1
4Q531	-328	7	DJD31 pl.III:11
4Q531	-328	10	DJD31 pl.III:13
4Q531	-328	9	DJD31 pl.III:14
4Q531	-328	5	DJD31 pl.III:15
4Q531	-328	6	DJD31 pl.III:16
4Q531	-328	11	DJD31 pl.III:12
4Q531	-328	12	DJD31 pl.IV:20
4Q531	-328	15	DJD31 pl.IV:17
4Q531	-328	13	DJD31 pl.IV:18
4Q531	-328	14	DJD31 pl.IV:19
4Q531	-328	16	DJD31 pl.IV:21
4Q417	-331	2	DJD34 pl.IX:2
4Q417	-331	1	DJD34 pl.IX:2
4Q417	-331	3	DJD34 pl.IX:2
4Q417	-331	4	DJD34 pl.X:3
4Q417	-331	5	DJD34 pl.X:5
1Q5	-673	6	
4Q130	-211	1	DJD6 pl.X+XI
4Q130	-211	2	DJD6 pl.X+XI
1Q5	-673	7	
4Q434	(156a)	10	DJD29 pl.XIX:13
4Q434	(156a)	7	DJD29 pl.XIX:14
4Q563	-159	1	DJD37 pl.XVII:1
4Q563	-159	2	DJD37 pl.XVII:2
4Q422	-166	1	DJD13 pl.XLIII:4
4Q422	-166	7	DJD13 pl.XLIII:a
4Q422	-166	9	DJD13 pl.XLIII:c
4Q422	-166	8	DJD13 pl.XLIII:e
4Q422	-166	2	DJD13 pl.XLII:1
4Q422	-166	3	DJD13 pl.XLII:
4Q422	-166	4	DJD13 pl.XLII:
4Q422	-166	11	DJD13 pl.XLIII:d
4Q422	-166	10	DJD13 pl.XLIII:b
4Q422	-166	5	DJD13 pl.XLII:
4Q150	-210	1	DJD6 pl.XXVI:150
4Q212	-227	1	BE pl.XXI:a
4Q212	-227	2	BE pl.XXII:b
4Q15	-242	1	DJD12 pl.XXI:15
4Q408	-253	1	DJD36 pl.XXI:3
4Q408	-253	6	DJD36 pl.XXI:2
4Q408	-253	17	DJD36 pl.XXI:13
4Q408	-253	14	DJD36 pl.XXI:12
4Q408	-253	19	DJD36 pl.XXI:5
4Q408	-253	13	DJD36 pl.XXI:16
4Q408	-253	7	DJD36 pl.XXI:1
4Q408	-253	15	DJD36 pl.XXI:9
4Q408	-253	11	not found in publication
4Q408	-253	12	DJD36 pl.XXI:6
4Q408	-253	4	DJD36 pl.XXI:10
4Q408	-253	3	DJD36 pl.XXI:3a
4Q408	-253	8	DJD36 pl.XXI:4
4Q408	-253	18	DJD36 pl.XXI:15
4Q408	-253	2	DJD36 pl.XXI:7
4Q408	-253	10	DJD36 pl.XXI:8
4Q408	-253	5	DJD36 pl.XXI:14
4Q408	-253	16	DJD36 pl.XXI:11
4Q527	-252	2	DJD25 pl.XIV
4Q526	-252	1	DJD25 pl.XIV
4Q528	-252	3	DJD25 pl.XIV
4Q525	-423	1	DJD25 pl.X:5
4Q525	-423	3	not found in publication
4Q525	-423	13	not found in publication
4Q525	-423	16	not found in publication
4Q525	-423	14	not found in publication
4Q525	-423	6	not found in publication
4Q525	-423	17	not found in publication
4Q525	-423	18	not found in publication
4Q525	-423	2	not found in publication
4Q525	-423	7	not found in publication
4Q525	-423	8	not found in publication
4Q525	-423	15	not found in publication
4Q525	-423	19	not found in publication
4Q525	-423	5	not found in publication
4Q525	-423	10	not found in publication
4Q525	-423	11	DJD25 pl.XIII:48
4Q525	-423	12	DJD25 pl.XIII:43
4Q525	-423	4	not found in publication
4Q525	-423	9	DJD25 pl.XIII:49
4Q525	(423/1)	2	DJD25 pl.IX:2
4Q525	(423/1)	4	DJD25 pl.IX:3
4Q525	(423/1)	3	DJD25 pl.IX:4
4Q525	(423/1)	1	DJD25 pl.IX:1
4Q261	-705	1	DJD26 pl.XVIII:1a
4Q261	-705	3	DJD26 pl.XVIII:1b
4Q261	-705	2	DJD26 pl.XVIII:3
4Q261	-705	8	DJD26 pl.XVIII:2b
4Q261	-705	5	DJD26 pl.XVIII:2a
4Q261	-705	6	DJD26 pl.XVIII:2c
4Q261	-705	7	DJD26 pl.XVIII:4b
4Q261	-705	4	DJD26 pl.XVIII:4a
4Q261	-705	14	DJD26 pl.XIX:5b
4Q261	-705	10	DJD26 pl.XIX:5c,5a
4Q261	-705	12	DJD26 pl.XIX:6a
4Q261	-705	13	DJD26 pl.XIX:6c
4Q261	-705	11	DJD26 pl.XIX:6d
4Q261	-705	9	DJD26 pl.XIX:6e
4Q261	-705	18	DJD26 pl.XIX:C
4Q261	-705	15	DJD26 pl.XIX:6a
4Q261	-705	16	DJD26 pl.XIX:6b
4Q261	-705	19	DJD26 pl.XIX:A
4Q261	-705	17	DJD26 pl.XIX:B
4Q212	(228/1)	1	BE pl.XXIII:
4Q459	(254/Rec)	1	DJD36 pl.XXIV:1
4Q459	(254/Rec)	2	DJD36 pl.XXIV:2
4Q365	-480	1	DJD13 pl.XXVIII:22
4Q365	-480	2	DJD13 pl.XXVIII:22
4Q365	-480	3	DJD13 pl.XXVIII:22
4Q365	-480	4	DJD13 pl.XXVIII:23
4Q365	-480	5	DJD13 pl.XXXIII:1
4Q365	-480	6	DJD13 pl.XXXIII:3
4Q365	-480	7	DJD13 pl.XXXIII:2
4Q436	-325	2	DJD29 pl.XXI:1ib
4Q436	-325	1	DJD29 pl.XXI:1ib
4Q436	-325	3	DJD29 pl.XXI:1ii
4Q436	-325	4	DJD29 pl.XXI:2
4Q206	-386	1	BE pl.XX:b
4Q206	-386	3	BE pl.XXI:e
4Q206	-386	2	BE pl.XXI:f
4Q206	-386	4	BE pl.XXI:d
4Q247	-377	2	DJD36 pl.IX:
4Q339	-377	1	DJD19 pl.XI:
4Q35	-389	2	DJD14 pl.XVIII:1
4Q35	-389	1	DJD14 pl.XVII:1
4Q35	-389	3	DJD14 pl.XVIII:9
4Q35	-389	5	DJD14 pl.XVIII:10
4Q35	-389	4	DJD14 pl.XVII:2
4Q35	-389	8	DJD14 pl.XVIII:13
4Q35	-389	6	DJD14 pl.XVII:3
4Q35	-389	7	DJD14 pl.XVII:4
4Q35	-389	9	DJD14 pl.XVIII:14
4Q35	-389	10	DJD14 pl.XVII:5
4Q35	-389	11	DJD14 pl.XVII:6
4Q511	-403	1	DJD7 pl.LVI:2
4Q511	-403	2	DJD7 pl.LVI:1
4Q511	-403	3	DJD7 pl.LVI:3
4Q511	-403	4	DJD7 pl.LVI:6
4Q511	-403	5	DJD7 pl.LVI:4
4Q511	-403	6	DJD7 pl.LVI:7
4Q511	-403	7	DJD7 pl.LVI:5
4Q426	-276	1	DJD20 pl.XVIII:1
4Q426	-276	2	DJD20 pl.XVIII:2
4Q426	-276	8	DJD20 pl.XVIII:5
4Q426	-276	7	DJD20 pl.XVIII:6
4Q426	-276	6	DJD20 pl.XVIII:8
4Q426	-276	4	DJD20 pl.XVIII:3
4Q426	-276	9	DJD20 pl.XVIII:13
4Q426	-276	5	DJD20 pl.XVIII:7
4Q426	-276	14	DJD20 pl.XVIII:9
4Q426	-276	13	DJD20 pl.XVIII:11
4Q426	-276	12	DJD20 pl.XVIII:10
4Q426	-276	11	DJD20 pl.XVIII:12
4Q426	-276	10	DJD20 pl.XVIII:
4Q426	-276	3	DJD20 pl.XVIII:4
4Q380	-283	1	DJD11 pl.VIII:1
4Q380	-283	4	DJD11 pl.VIII:
4Q380	-283	6	DJD11 pl.VIII:3
4Q380	-283	3	DJD11 pl.VIII:4
4Q380	-283	5	DJD11 pl.VIII:5
4Q380	-283	8	DJD11 pl.VIII:6
4Q380	-283	7	DJD11 pl.VIII:7
4Q400	-283	9	DJD11 pl.XVI:4
4Q460	(254/Rec)	5	DJD36 pl.XXVI:7
4Q460	(254/Rec)	3	DJD36 pl.XXVI:5
4Q460	(254/Rec)	7	DJD36 pl.XXVI:6
4Q460	(254/Rec)	8	DJD36 pl.XXVI:10
4Q460	(254/Rec)	4	DJD36 pl.XXVI:4
4Q460	(254/Rec)	6	DJD36 pl.XXVI:8
4Q55	-266	7	DJD15 pl.I:4+5
4Q55	-266	5	not found in publication
4Q55	-266	13	DJD15 pl.II:12+13
4Q55	-266	8	DJD15 pl.I:6
4Q55	-266	2	DJD15 pl.I:1
4Q55	-266	11	DJD15 pl.I:9
4Q55	-266	3	DJD15 pl.I:2
4Q55	-266	9	DJD15 pl.I:7
4Q55	-266	1	DJD15 pl.II:10
4Q55	-266	10	DJD15 pl.II:11
4Q55	-266	4	DJD15 pl.I:3
4Q55	-266	15	DJD15 pl.I:16
4Q55	-266	12	DJD15 pl.II:15
4Q55	-266	14	DJD15 pl.II:14
4Q55	-266	17	DJD15 pl.I:17
4Q55	-266	6	not found in publication
4Q55	-266	16	DJD15 pl.I:18
4Q385	-267	2	DJD30 pl.II:
4Q385	-267	5	DJD30 pl.III:B
4Q385	-267	4	DJD30 pl.III:C
4Q385	-267	1	DJD30 pl.III:D
4Q385	-267	3	DJD30 pl.III:E
4Q385	-267	7	DJD30 pl.III:G
4Q385	-267	8	DJD30 pl.VI:B
4Q385	-267	16	DJD30 pl.III:A
4Q385	-267	6	DJD30 pl.VI:D
4Q385	-267	25	not found in publication
4Q385	-267	22	DJD30 pl.VI:F
4Q385	-267	23	not found in publication
4Q385	-267	18	DJD30 pl.III:F (right edge missing in DJD)
4Q385	-267	20	not found in publication
4Q385	-267	21	not found in publication
4Q385	-267	15	DJD30 pl.V:8
4Q385	-267	14	DJD30 pl.V:9
4Q385	-267	9	DJD30 pl.V:6
4Q385	-267	12	DJD30 pl.V:5a
4Q385	-267	13	DJD30 pl.V:5b
4Q385	-267	19	not found in publication
4Q385	-267	17	DJD30 pl.V:7
4Q385	-267	10	DJD30 pl.V:4
4Q385	-267	24	not found in publication
4Q385	-267	11	DJD30 pl.IV:3a+b
4Q386	-269	1	DJD30 pl.II:1
4Q386	-269	2	DJD30 pl.II:2
4Q385	-270	1	DJD30 pl.I:1
4Q385	-270	2	DJD30 pl.I:2
4Q385	-270	3	DJD30 pl.I:6
4Q385	-270	5	DJD30 pl.I:4
4Q385	-270	6	DJD30 pl.I:5
4Q385	-270	7	DJD30 pl.VI:17a+b+c+d
4Q385	-270	11	DJD30 pl.V:16a+b
4Q385	-270	10	DJD30 pl.VI:17e
4Q385	-270	4	DJD30 pl.I:2 (fragment of)
4Q385	-270	8	DJD30 pl.V:14
4Q385	-270	13	DJD30 pl.V:15
4Q184	-287	2	DJD5 pl.XXVIII:3
4Q184	-287	4	DJD5 pl.XXVIII:4
4Q184	-287	3	DJD5 pl.XXVIII:5
4Q184	-287	5	DJD5 pl.XXVIII:6
4Q184	-287	1	DJD5 pl.XXVIII:1
4Q85	-312	21	DJD16 pl.VIII:14,15i,15ii,15iii
4Q85	-312	4	DJD16 pl.VII:1
4Q85	-312	17	DJD16 pl.VII:5
4Q85	-312	1	DJD16 pl.VII:4i,4ii
4Q85	-312	13	DJD16 pl.VII:4i,4ii
4Q85	-312	3	DJD16 pl.VII:6
4Q85	-312	11	DJD16 pl.VII:6
4Q85	-312	19	DJD16 pl.VII:3
4Q85	-312	2	DJD16 pl.VII:8
4Q85	-312	7	DJD16 pl.VII:9
4Q85	-312	14	DJD16 pl.VII:12
4Q85	-312	6	DJD16 pl.IX:18
4Q85	-312	5	DJD16 pl.IX:19
4Q85	-312	15	DJD16 pl.VII:2
4Q85	-312	10	DJD16 pl.IX:21,22
4Q85	-312	16	DJD16 pl.VIII:13
4Q85	-312	18	DJD16 pl.IX:25
4Q85	-312	22	not found in publication
4Q85	-312	23	not found in publication
4Q85	-312	26	DJD16 pl.VII:11
4Q85	-312	25	DJD16 pl.IX:24
4Q85	-312	28	DJD16.pl.VIII:15i (top)
4Q85	-312	27	DJD16 pl.IX:23
1Q5	-673	8	
4Q85	-312	9	not found in publication
4Q85	-312	8	not found in publication
4Q85	-312	12	not found in publication
1Q5	-673	9	
4Q554	(319/1)	1	DJD37 pl.V:
4Q554	(319/1)	2	DJD37 pl.VI:3
4Q60	-324	7	DJD15 pl.XVIII:1+2
4Q60	-324	23	DJD15 pl.XVIII:9
4Q60	-324	1	DJD15 pl.XIX:13
4Q60	-324	5	DJD15 pl.XVIII:4
4Q60	-324	29	DJD15 pl.XVIII:10
4Q60	-324	9	DJD15 pl.XVIII:5
4Q60	-324	22	DJD15 pl.XVIII:11
4Q60	-324	10	DJD15 pl.XIX:part of 12ii + 12i
4Q60	-324	16	DJD15 pl.XVIII:6
4Q60	-324	20	DJD15 pl.XIX:16
4Q60	-324	17	DJD15 pl.XIX:17
4Q60	-324	6	DJD15 pl.XX:22
4Q60	-324	12	DJD15 pl.XX:23
4Q60	-324	13	DJD15 pl.XX:part of 24
4Q60	-324	14	DJD15 pl.XX:part of 24
4Q60	-324	11	DJD15 pl.XX:26
4Q60	-324	27	DJD15 pl.XIX:18
4Q60	-324	24	DJD15 pl.XIX:19
4Q60	-324	19	DJD15 pl.XX:28
4Q60	-324	4	DJD15 pl.XX:25
4Q60	-324	21	DJD15 pl.XX:29
4Q60	-324	18	DJD15 pl.XX:27
4Q60	-324	25	DJD15 pl.XX:31
4Q60	-324	3	DJD15 pl.XVIII:3
4Q60	-324	28	DJD15 pl.XIX:20
4Q60	-324	15	DJD15 pl.XIX:15
4Q60	-324	26	DJD15 pl.XX:21
4Q60	-324	2	DJD15 pl.XVIII:7
4Q435	-327	1	DJD29 pl.XX:1
4Q435	-327	2	DJD29 pl.XX:2
4Q435	-327	3	DJD29 pl.XX:3
4Q435	-327	5	DJD29 pl.XX:5
4Q435	-327	4	DJD29 pl.XX:4
4Q394	-336	1	DJD10 pl.II:5
4Q394	-336	3	DJD10 pl.II:3a (centre)
4Q394	-336	5	DJD10 pl.II:3a+3b
4Q394	-336	6	DJD10 pl.II:4
4Q394	-336	7	DJD10 pl.II:3a
4Q394	-336	8	DJD10 pl.II:6
4Q394	-336	10	DJD10 pl.II:7
4Q85	-312	24	not found in publication
4Q177	-289	1	DJD5 pl.XXIV:6 + 8
4Q177	-289	3	"DJD5 pl.XXIV:9 + 10 
DJD5 pl.XXV:20 + 27"
4Q177	-289	4	DJD5 pl.XXV:19
4Q177	-289	2	DJD5 pl.XXIV:5
4Q177	-289	8	DJD5 pl.XXV:23
4Q177	-289	10	not found in publication
4Q177	-289	6	DJD5 pl.XXV:30
4Q177	-289	5	DJD5 pl.XXV:5
4Q177	-289	9	DJD5 pl.XXV:25
4Q177	-289	7	DJD5 pl.XXV:28
4Q177	-289	11	not found in publication
4Q177	-289	12	not found in publication
4Q225	-311	1	DJD13 pl.X:1
4Q225	-311	2	DJD13 pl.X:2a
4Q225	-311	3	DJD13 pl.X:2b
4Q225	-311	4	DJD13 pl.X:3
4Q409	-292	3	DJD29 pl.IV:
4Q411	-292	7	DJD20 pl.XIV
4Q412	-292	1	DJD20 pl.XIV:1
4Q412	-292	2	DJD20 pl.XIV:2
4Q412	-292	4	DJD20 pl.XIV:3
4Q412	-292	6	DJD20 pl.XIV:4
4Q399	-292	8	DJD10 pl.VII:1
4Q370	-341	1	DJD19 pl.XII
4Q543	-343	2	DJD31 pl.XVII:15
4Q543	-343	4	DJD31 pl.XVII:17
4Q543	-343	1	DJD31 pl.XVII:16
4Q543	-343	6	DJD31 pl.XVII:19
4Q543	-343	3	DJD31 pl.XVII:18
4Q543	-343	5	DJD31 pl.XVII:21
4Q543	-343	8	DJD31 pl.XVII:27
4Q543	-343	9	DJD31 pl.XVII:26
4Q543	-343	10	DJD31 pl.XVII:25
4Q543	-343	12	DJD31 pl.XVII:24
4Q543	-343	11	DJD31 pl.XVII:23
4Q543	-343	34	DJD31 pl.XVII:46
4Q543	-343	7	DJD31 pl.XVII:28
4Q543	-343	20	DJD31 pl.XVII:29
4Q543	-343	19	DJD31 pl.XVII:30
4Q543	-343	14	DJD31 pl.XVII:31
4Q543	-343	31	DJD31 pl.XVI:14
4Q543	-343	15	DJD31 pl.XVII:32
4Q543	-343	16	DJD31 pl.XVII:33
4Q543	-343	17	DJD31 pl.XVII:34
4Q543	-343	30	DJD31 pl.XVII:35
4Q543	-343	25	DJD31 pl.XVII:36
4Q543	-343	26	DJD31 pl.XVII:37
4Q543	-343	13	DJD31 pl.XVI:6
4Q543	-343	27	DJD31 pl.XVII:38
4Q543	-343	28	DJD31 pl.XVII:39
4Q543	-343	33	DJD31 pl.XVI:13
4Q543	-343	23	DJD31 pl.XVI:9
4Q543	-343	29	DJD31 pl.XVII:40
4Q543	-343	22	DJD31 pl.XVI:5 (upper right)
4Q543	-343	32	DJD31 pl.XVI:12
4Q543	-343	18	DJD31 pl.XVI:8
4Q543	-343	21	DJD31 pl.XVI:7
4Q543	-343	24	DJD31 pl.XVI:11
4Q543	-343	36	DJD31 pl.XVII:43
4Q543	-343	35	DJD31 pl.XVII:44
4Q543	-343	37	DJD31 pl.XVII:45
4Q543	-343	39	not found in publication
4Q543	-343	38	not found in publication
4Q557	-313	2	DJD37 pl.VIII:2
4Q557	-313	1	DJD37 pl.VIII:1
4Q513	-315	4	DJD7 pl.LXXIII:16
4Q513	-315	3	DJD7 pl.LXXIII:17
4Q513	-315	2	DJD7 pl.LXXIII:18
4Q513	-315	1	DJD7 pl.LXXIII:19
4Q513	-315	15	DJD7 pl.LXXIII:26
4Q513	-315	14	DJD7 pl.LXXIII:27
4Q513	-315	11	DJD7 pl.LXXIII:28
4Q513	-315	16	DJD7 pl.LXXIII:32
4Q513	-315	13	DJD7 pl.LXXIII:29
4Q513	-315	27	DJD7 pl.LXXIII:44
4Q513	-315	23	DJD7 pl.LXXIII:38
4Q513	-315	25	DJD7 pl.LXXIII:39
4Q513	-315	9	DJD7 pl.LXXIII:21
4Q513	-315	18	DJD7 pl.LXXIII:33
4Q513	-315	26	DJD7 pl.LXXIII:40
4Q513	-315	6	DJD7 pl.LXXIII:23
4Q513	-315	19	DJD7 pl.LXXIII:34
4Q513	-315	22	DJD7 pl.LXXIII:36
4Q513	-315	21	DJD7 pl.LXXIII:35
4Q513	-315	24	DJD7 pl.LXXIII:41
4Q513	-315	28	DJD7 pl.LXXIII:42
4Q513	-315	29	DJD7 pl.LXXIII:43
4Q513	-315	7	DJD7 pl.LXXIII:22
4Q513	-315	8	DJD7 pl.LXXIII:20
4Q513	-315	5	DJD7 pl.LXXIII:24
4Q513	-315	10	DJD7 pl.LXXIII:25
4Q513	-315	12	DJD7 pl.LXXIII:30
4Q513	-315	17	DJD7 pl.LXXIII:31
4Q513	-315	20	DJD7 pl.LXXIII:37
4Q554	-318	1	DJD37 pl.VII:1
4Q554	-318	2	DJD37 pl.VI:2+13
4Q554	-318	3	DJD37 pl.VI:14
4Q554	-318	4	DJD37 pl.VI:5
4Q554	-318	5	DJD37 pl.VI:4
4Q554	-318	6	DJD37 pl.VI:9
4Q554	-318	7	DJD37 pl.VI:12
4Q554	-318	8	DJD37 pl.VI:11
4Q554	-318	9	DJD37 pl.VI:10
4Q554	-318	10	Not found in publication
4Q493	-344	1	DJD7 pl.VIII:
4Q494	-344	2	DJD7 pl.VIII:
4Q495	-344	4	DJD7 pl.VIII:2
4Q495	-344	3	DJD7 pl.VIII:1
4Q168	-326	1	DJD5 pl.XII:1
4Q168	-326	2	DJD5 pl.XII:4
4Q417	-329	1	DJD34 pl.VIII:1
4Q215a	-371	1	DJD36 pl.VIII:1
4Q215a	-371	2	DJD36 pl.VIII:2
4Q215a	-371	3	DJD36 pl.VIII:3
4Q215a	-371	6	DJD36 pl.VIII:4
4Q215a	-371	4	not found in publication
4Q215a	-371	5	not found in publication
4Q268	-373	1	DJD18 pl.XXII:1
4Q268	-373	7	DJD18 pl.XXII:2
4Q268	-373	2	DJD18 pl.XXII:1
4Q268	-373	3	DJD18 pl.XXII:1
4Q268	-373	8	DJD18 pl.XXII:3
1Q5	-673	10	
1Q5	-673	11	
1Q5	-673	12	
1Q5	-673	13	
1Q5	-673	14	
1Q5	-673	15	
4Q511	-411	1	DJD7 pl.LXIII:42
4Q511	-411	2	DJD7 pl.LXIII:43
4Q560	-445	2	DJD37 pl.XVI:1
4Q560	-445	1	DJD37 pl.XVI:2
