Manuscript number 	Plate number- IAA inventory 	Fragment number (on IAA plate)	DJD- publication number
4Q517	-33	22	DJD7 pl.LXXVII:68
4Q517	-33	23	DJD7 pl.LXXVII:70
4Q517	-33	24	DJD7 pl.LXXVII:64
4Q517	-33	25	DJD7 pl.LXXVII:69
4Q517	-33	26	DJD7 pl.LXXVII:67
4Q517	-33	27	DJD7 pl.LXXVII:63
4Q517	-33	28	DJD7 pl.LXXVII:62
4Q517	-33	29	DJD7 pl.LXXVII:75
4Q517	-33	30	DJD7 pl.LXXVII:78
4Q517	-33	31	DJD7 pl.LXXVII:31
4Q517	-33	32	DJD7 pl.LXXVII:76
4Q517	-33	33	DJD7 pl.LXXVII:74
4Q517	-33	34	DJD7 pl.LXXVII:72
4Q517	-33	35	DJD7 pl.LXXVII:73
4Q517	-33	36	DJD7 pl.LXXVII:71
4Q517	-33	37	DJD7 pl.LXXVII:80
4Q517	-33	38	DJD7 pl.LXXVII:82
4Q517	-33	39	DJD7 pl.LXXVII:81
4Q517	-33	40	DJD7 pl.LXXVII:86
4Q517	-33	41	DJD7 pl.LXXVII:84
4Q517	-33	42	DJD7 pl.LXXVII:83
4Q517	-33	43	DJD7 pl.LXXVII:87
4Q517	-33	44	DJD7 pl.LXXVII:85
4Q517	-33	45	DJD7 pl.LXXVII:79
4Q22	-1156	1	Not in publication.
4Q22	-1156	2	Not in publication.
4Q22	-1156	3	Not in publication.
4Q22	-1156	4	Not in publication.
4Q22	-1156	5	Not in publication.
4Q22	-1156	6	Not in publication.
4Q22	-1156	7	Not in publication.
4Q22	-1156	8	Not in publication.
4Q22	-1156	9	Not in publication.
4Q22	-1156	10	Not in publication.
4Q22	-1156	11	Not in publication.
4Q22	-1156	12	Not in publication.
4Q22	-1156	13	Not in publication.
4Q22	-1156	14	Not in publication.
4Q22	-1156	15	Not in publication.
4Q22	-1156	16	Not in publication.
4Q22	-1156	17	Not in publication.
4Q22	-1156	18	Not in publication.
4Q22	-1156	19	Not in publication.
4Q22	-1156	20	Not in publication.
4Q22	-1156	21	Not in publication.
4Q22	-1156	22	Not in publication.
4Q22	-1156	23	Not in publication.
4Q22	-1156	24	Not in publication.
4Q22	-1156	25	Not in publication.
4Q22	-1156	26	Not in publication.
4Q22	-1156	27	Not in publication.
4Q22	-1156	28	Not in publication.
4Q22	-1156	29	Not in publication.
4Q22	-1156	30	Not in publication.
4Q22	-1156	31	Not in publication.
4Q22	-1156	32	Not in publication.
4Q22	-1156	33	Not in publication.
4Q22	-1156	34	Not in publication.
4Q22	-1156	35	Not in publication.
4Q22	-1156	36	Not in publication.
4Q22	-1156	37	Not in publication.
4Q22	-1156	38	Not in publication.
4Q22	-1156	39	Not in publication.
4Q22	-1156	40	Not in publication.
4Q22	-1156	41	Not in publication.
4Q22	-1156	42	Not in publication.
4Q22	-1156	43	Not in publication.
4Q391	-454	1	DJD19: pl.XIX:25
4Q391	-454	2	DJD19: pl.XX:28
4Q391	-454	3	DJD19: pl.XX:26
4Q391	-454	4	DJD19: pl.XX:29
4Q391	-454	5	DJD19: pl.XX:30
4Q391	-454	6	DJD19: pl.XX:27
4Q391	-454	7	DJD19: pl.XX:33
4Q391	-454	8	DJD19: pl.XX:35
4Q391	-454	9	DJD19: pl.XX:34
4Q391	-454	10	DJD19: pl.XX:31
4Q391	-454	11	DJD19: pl.XX:32
4Q391	-454	12	DJD19: pl.XXI:36
4Q391	-454	13	DJD19: pl.XXI:38
4Q391	-454	14	DJD19: pl.XXI:39
4Q391	-454	15	DJD19: pl.XXI:37
4Q391	-454	16	DJD19: pl.XXI:40
4Q391	-454	17	DJD19: pl.XXI:45
4Q391	-454	18	DJD19: pl.XXI:44
4Q391	-454	19	DJD19: pl.XXI:41
4Q391	-454	20	DJD19: pl.XXI:42
4Q391	-454	21	DJD19: pl.XXI:47
4Q391	-454	22	DJD19: pl.XXII:50
4Q391	-454	23	DJD19: pl.XXII:48
4Q391	-454	24	DJD19: pl.XXII:51
4Q391	-454	25	DJD19: pl.XXII:49
4Q391	-454	26	Not in publication.
4Q391	-454	27	Not in publication.
4Q391	-454	28	Not in publication.
4Q558	-440	1	DJD37 pl.XIII:71
4Q558	-440	2	DJD37 pl.XIII:73
4Q558	-440	3	DJD37 pl.XIII:72
4Q558	-440	4	DJD37 pl.XIII:68
4Q558	-440	5	DJD37 pl.XIII:69
4Q558	-440	6	DJD37 pl.XIII:70
4Q558	-440	7	DJD37 pl.XIII:79
4Q558	-440	8	DJD37 pl.XIII:74
4Q558	-440	9	DJD37 pl.XIII:78
4Q558	-440	10	DJD37 pl.XIII:75
4Q558	-440	11	DJD37 pl.XIII:76
4Q558	-440	12	DJD37 pl.XIII:77
4Q558	-440	13	DJD37 pl.XIII:85
4Q558	-440	14	DJD37 pl.XIII:84
4Q558	-440	15	DJD37 pl.XIII:82
4Q558	-440	16	DJD37 pl.XIII:81
4Q558	-440	17	DJD37 pl.XIII:83
4Q558	-440	18	DJD37 pl.XIII:80
4Q558	-440	19	DJD37 pl.XIII:87
4Q558	-440	20	DJD37 pl.XIII:86
4Q558	-440	21	DJD37 pl.XIII:88
4Q558	-440	22	DJD37 pl.XIII:89
4Q558	-440	23	DJD37 pl.XIII:92
4Q558	-440	24	DJD37 pl.XIII:90
4Q558	-440	25	DJD37 pl.XIII:91
4Q558	-440	26	DJD37 pl.XIV:100
4Q558	-440	27	DJD37 pl.XIV:99
4Q558	-440	28	DJD37 pl.XIV:96
4Q558	-440	29	DJD37 pl.XIV:97
4Q558	-440	30	DJD37 pl.XIV:98
4Q558	-440	31	DJD37 pl.XIV:95
4Q558	-440	32	DJD37 pl.XIV:94
4Q558	-440	33	DJD37 pl.XIV:93
4Q558	-440	34	DJD37 pl.XIV:105
4Q558	-440	35	DJD37 pl.XIV:103
4Q558	-440	36	DJD37 pl.XIV:107
4Q558	-440	37	DJD37 pl.XIV:106
4Q558	-440	38	DJD37 pl.XIV:102
4Q558	-440	39	DJD37 pl.XIV:104
4Q558	-440	40	DJD37 pl.XIV:101
4Q558	-440	41	DJD37 pl.XIV:114
4Q558	-440	42	DJD37 pl.XIV:115
4Q558	-440	43	DJD37 pl.XIV:110
4Q558	-440	44	DJD37 pl.XIV:113
4Q558	-440	45	DJD37 pl.XIV:112
4Q558	-440	46	DJD37 pl.XIV:111
4Q558	-440	47	DJD37 pl.XIV:109
4Q558	-440	48	DJD37 pl.XIV:108
4Q558	-440	49	DJD37 pl.XIV:116
4Q558	-440	50	DJD37 pl.XIV:117
4Q558	-440	51	DJD37 pl.XIV:120
4Q558	-440	52	DJD37 pl.XIV:122
4Q558	-440	53	DJD37 pl.XIV:118
4Q558	-440	54	DJD37 pl.XIV:121
4Q558	-440	55	DJD37 pl.XIV:123
4Q558	-440	56	DJD37 pl.XIV:124
4Q558	-440	57	DJD37 pl.XIV:119
4Q558	-440	58	DJD37 pl.XIV:1333
4Q558	-440	59	DJD37 pl.XIV:128
4Q558	-440	60	DJD37 pl.XIV:132
4Q558	-440	61	DJD37 pl.XIV:127
4Q558	-440	62	DJD37 pl.XIV:125
4Q558	-440	63	DJD37 pl.XIV:131
4Q558	-440	64	DJD37 pl.XIV:129
4Q558	-440	65	DJD37 pl.XIV:130
4Q558	-440	66	DJD37 pl.XIV:126
4Q558	-440	67	DJD37 pl.XIV:1
4Q558	-440	68	DJD37 pl.XIV:7
4Q558	-440	69	DJD37 pl.XIV:3
4Q558	-440	70	DJD37 pl.XIV:2
4Q558	-440	71	DJD37 pl.XIV:137
4Q558	-440	72	DJD37 pl.XIV:4
4Q558	-440	73	DJD37 pl.XIV:136
4Q558	-440	74	DJD37 pl.XIV:135
4Q558	-440	75	DJD37 pl.XIV:134
4Q558	-440	76	DJD37 pl.XIV:141
5/6Hev 22	(*303)	6	JDS pl.53:
4Q512	(464/Vrs)	28	
4Q512	(464/Vrs)	29	
4Q512	(461/Vrs)	1	
4Q512	(466/Vrs)	1	
4Q512	(466/Vrs)	2	
4Q512	(466/Vrs)	3	
4Q512	(466/Vrs)	4	
4Q512	(466/Vrs)	5	
4Q512	(466/Vrs)	6	
4Q512	(466/Vrs)	7	
4Q512	(466/Vrs)	8	
4Q512	(466/Vrs)	9	
4Q512	(466/Vrs)	10	
4Q512	(466/Vrs)	11	
4Q512	(466/Vrs)	12	
4Q512	(466/Vrs)	13	
4Q512	(466/Vrs)	14	
4Q512	(466/Vrs)	15	
4Q512	(466/Vrs)	16	
4Q512	(466/Vrs)	17	
4Q512	(466/Vrs)	18	
4Q512	(466/Vrs)	19	
4Q512	(466/Vrs)	20	
4Q512	(466/Vrs)	21	
4Q512	(466/Vrs)	22	
4Q512	(466/Vrs)	23	
4Q512	(466/Vrs)	24	
4Q512	(466/Vrs)	25	
4Q512	(466/Vrs)	26	
4Q512	(466/Vrs)	27	
4Q512	(466/Vrs)	28	
4Q512	(466/Vrs)	29	
4Q512	(466/Vrs)	30	
4Q512	(466/Vrs)	31	
4Q512	(466/Vrs)	32	
4Q512	(466/Vrs)	33	
4Q512	(466/Vrs)	34	
4Q512	(466/Vrs)	35	
4Q512	(466/Vrs)	36	
4Q512	(466/Vrs)	37	
4Q512	(466/Vrs)	38	
4Q512	(466/Vrs)	39	
4Q512	(466/Vrs)	40	
4Q512	(466/Vrs)	41	
4Q512	(466/Vrs)	42	
4Q512	(466/Vrs)	43	
4Q512	(466/Vrs)	44	
4Q512	(466/Vrs)	45	
4Q512	(466/Vrs)	46	
4Q512	(466/Vrs)	47	
4Q512	(466/Vrs)	48	
4Q512	(466/Vrs)	49	
4Q512	(466/Vrs)	50	
4Q512	(466/Vrs)	51	
4Q512	(466/Vrs)	52	
4Q512	(466/Vrs)	53	
4Q512	(466/Vrs)	54	
4Q512	(466/Vrs)	55	
4Q512	(466/Vrs)	56	
4Q512	(466/Vrs)	57	
4Q512	(466/Vrs)	58	
4Q512	(466/Vrs)	59	
4Q512	(466/Vrs)	60	
4Q512	(466/Vrs)	61	
4Q512	(466/Vrs)	62	
4Q512	(466/Vrs)	63	
4Q512	(466/Vrs)	64	
4Q512	(466/Vrs)	65	
4Q512	(466/Vrs)	66	
4Q512	(466/Vrs)	67	
4Q512	(466/Vrs)	68	
4Q512	(466/Vrs)	69	
4Q512	(466/Vrs)	70	
4Q512	(466/Vrs)	71	
4Q512	(466/Vrs)	72	
4Q512	(466/Vrs)	73	
4Q512	(466/Vrs)	74	
4Q512	(466/Vrs)	75	
4Q512	(466/Vrs)	76	
4Q512	(466/Vrs)	77	
4Q512	(466/Vrs)	78	
4Q512	(466/Vrs)	79	
4Q512	(466/Vrs)	80	
4Q512	(466/Vrs)	81	
4Q513	-310	15	
4Q515	-14	1	
4Q515	-14	2	
4Q515	-14	3	
4Q515	-14	4	
4Q515	-14	5	
4Q515	-14	6	
4Q515	-14	7	
4Q515	-14	8	
4Q515	-14	9	
4Q515	-14	10	
4Q515	-14	11	
4Q515	-14	12	
4Q515	-14	13	
4Q515	-14	14	
4Q515	-14	15	
4Q515	-14	16	
4Q515	-14	17	
4Q515	-14	18	
4Q502	-1	1	DJD7 pl.XXX:3
4Q502	-1	2	DJD7 pl.XXIX:16
4Q502	-1	3	DJD7 pl.XXIX:16
4Q502	-1	4	DJD7 pl.XXIX:22
4Q502	-1	5	DJD7 pl.XXX:9
4Q502	-1	6	DJD7 pl.XXIX:18
4Q502	-1	7	DJD7 pl.XXIX:23
4Q502	-1	8	DJD7 pl.XXIX:19
4Q502	-1	9	DJD7 pl.XXIX:19
4Q502	-1	10	DJD7 pl.XXIX:24
4Q502	-1	11	DJD7 pl.XXIX:20
4Q502	-1	12	Tiny frag
4Q502	-1	13	DJD7 pl.XXX:13
4Q502	-1	14	DJD7 pl.XXIX:21
4Q502	-1	15	DJD7 pl.XXX:15
4Q515	-14	19	
4Q515	-14	20	
4Q515	-14	21	
4Q515	-14	22	
4Q515	-14	23	
4Q518	(34/Rec)	1	
4Q518	(34/Rec)	2	
4Q518	(34/Rec)	3	
4Q518	(34/Rec)	4	
4Q518	(34/Rec)	5	
4Q518	(34/Rec)	6	
4Q518	(34/Rec)	7	
4Q518	(34/Rec)	8	
4Q518	(34/Rec)	9	
4Q518	(34/Rec)	10	
4Q518	(34/Rec)	11	
4Q518	(34/Rec)	12	
4Q518	(34/Rec)	13	
4Q518	(34/Rec)	14	
4Q518	(34/Rec)	15	
4Q518	(34/Rec)	16	
4Q518	(34/Rec)	17	
4Q518	(34/Rec)	18	
4Q518	(34/Rec)	19	
4Q518	(34/Rec)	20	
4Q518	(34/Rec)	21	
4Q518	(34/Rec)	22	
4Q518	(34/Rec)	23	
4Q518	(34/Rec)	24	
4Q518	(34/Rec)	25	
4Q518	(34/Rec)	26	
4Q518	(34/Rec)	27	
4Q518	(34/Rec)	28	
4Q518	(34/Rec)	29	
4Q518	(34/Rec)	30	
4Q518	(34/Rec)	31	
4Q518	(34/Rec)	32	
4Q518	(34/Rec)	33	
4Q518	(34/Rec)	34	
4Q518	(34/Rec)	35	
4Q518	(34/Rec)	36	
4Q518	(34/Rec)	37	
4Q518	(34/Rec)	38	
4Q518	(34/Rec)	39	
4Q518	(34/Rec)	40	
4Q518	(34/Rec)	41	
4Q518	(34/Rec)	42	
4Q518	(34/Rec)	43	
4Q518	(34/Rec)	44	
4Q518	(34/Rec)	45	
4Q518	(34/Rec)	46	
4Q518	(34/Rec)	47	
4Q518	(34/Rec)	48	
4Q518	(34/Rec)	49	
4Q518	(34/Rec)	50	
4Q518	(34/Rec)	51	
4Q518	(34/Rec)	52	
4Q518	(34/Rec)	53	
4Q518	(34/Rec)	54	
4Q518	(34/Rec)	55	
4Q518	(34/Rec)	56	
4Q518	(34/Rec)	57	
4Q518	(34/Rec)	58	
4Q518	(34/Rec)	59	
4Q518	(34/Rec)	60	
4Q518	(34/Rec)	61	
4Q518	(34/Rec)	62	
4Q518	(34/Rec)	63	
4Q518	(34/Rec)	64	
4Q518	(34/Rec)	65	
4Q519	(34/Vrs)	1	
4Q519	(34/Vrs)	2	
4Q519	(34/Vrs)	3	
4Q519	(34/Vrs)	4	
4Q519	(34/Vrs)	5	
4Q519	(34/Vrs)	6	
4Q519	(34/Vrs)	7	
4Q519	(34/Vrs)	8	
4Q519	(34/Vrs)	9	
4Q519	(34/Vrs)	10	
4Q519	(34/Vrs)	11	
4Q519	(34/Vrs)	12	
4Q519	(34/Vrs)	13	
4Q519	(34/Vrs)	14	
4Q519	(34/Vrs)	15	
4Q519	(34/Vrs)	16	
4Q519	(34/Vrs)	17	
4Q519	(34/Vrs)	18	
4Q519	(34/Vrs)	19	
4Q519	(34/Vrs)	20	
4Q519	(34/Vrs)	21	
4Q519	(34/Vrs)	22	
4Q519	(34/Vrs)	23	
4Q519	(34/Vrs)	24	
4Q519	(34/Vrs)	25	
4Q519	(34/Vrs)	26	
4Q519	(34/Vrs)	27	
4Q519	(34/Vrs)	28	
4Q519	(34/Vrs)	29	
4Q519	(34/Vrs)	30	
4Q519	(34/Vrs)	31	
4Q519	(34/Vrs)	32	
4Q519	(34/Vrs)	33	
4Q519	(34/Vrs)	34	
4Q519	(34/Vrs)	35	
4Q519	(34/Vrs)	36	
4Q519	(34/Vrs)	37	
4Q519	(34/Vrs)	38	
4Q519	(34/Vrs)	39	
4Q519	(34/Vrs)	40	
4Q519	(34/Vrs)	41	
4Q519	(34/Vrs)	42	
4Q519	(34/Vrs)	43	
4Q519	(34/Vrs)	44	
4Q519	(34/Vrs)	45	
4Q519	(34/Vrs)	46	
4Q519	(34/Vrs)	47	
4Q519	(34/Vrs)	48	
4Q519	(34/Vrs)	49	
4Q519	(34/Vrs)	50	
XHev/Se66	-732	60	DJD27 pl.XLII:66
4Q519	(34/Vrs)	51	
4Q519	(34/Vrs)	52	
4Q519	(34/Vrs)	53	
4Q519	(34/Vrs)	54	
4Q519	(34/Vrs)	55	
4Q519	(34/Vrs)	56	
4Q519	(34/Vrs)	57	
4Q519	(34/Vrs)	58	
4Q519	(34/Vrs)	59	
4Q519	(34/Vrs)	60	
4Q519	(34/Vrs)	61	
4Q519	(34/Vrs)	62	
4Q519	(34/Vrs)	63	
4Q519	(34/Vrs)	64	
4Q519	(34/Vrs)	65	
4Q519	(31/Vrs)	1	
4Q519	(31/Vrs)	2	
4Q519	(31/Vrs)	3	
4Q519	(31/Vrs)	4	
4Q519	(31/Vrs)	5	
4Q519	(31/Vrs)	6	
4Q519	(31/Vrs)	7	
4Q519	(31/Vrs)	8	
4Q519	(31/Vrs)	9	
4Q519	(31/Vrs)	10	
4Q519	(31/Vrs)	11	
4Q519	(31/Vrs)	12	
4Q519	(31/Vrs)	13	
4Q519	(31/Vrs)	14	
4Q519	(31/Vrs)	15	
4Q519	(31/Vrs)	16	
4Q519	(31/Vrs)	17	
4Q519	(31/Vrs)	18	
4Q519	(31/Vrs)	19	
4Q519	(31/Vrs)	20	
4Q519	(31/Vrs)	21	
4Q519	(31/Vrs)	22	
4Q519	(31/Vrs)	23	
4Q519	(31/Vrs)	24	
4Q519	(31/Vrs)	25	
4Q519	(31/Vrs)	26	
4Q519	(31/Vrs)	27	
4Q519	(31/Vrs)	28	
4Q519	(31/Vrs)	29	
4Q519	(31/Vrs)	30	
4Q519	(31/Vrs)	31	
4Q519	(31/Vrs)	32	
4Q519	(31/Vrs)	33	
4Q519	(31/Vrs)	34	
4Q519	(31/Vrs)	35	
4Q519	(31/Vrs)	36	
4Q519	(31/Vrs)	37	
4Q519	(31/Vrs)	38	
4Q519	(31/Vrs)	39	
4Q519	(31/Vrs)	40	
4Q519	(31/Vrs)	41	
4Q519	(31/Vrs)	42	
4Q52	-195	6	
4Q521	-330	14	
4Q521	-330	15	
4Q521	-330	16	
4Q521	-330	17	
4Q522	-425	14	
4Q522	-425	23	
4Q522	-425	24	
4Q524	-320	39	
4Q525	-432	5	
4Q525	-432	6	
4Q525	-432	10	
4Q525	-432	13	
4Q525	-432	15	
4Q525	-432	17	
4Q525	-432	18	
4Q525	-432	20	
4Q525	-432	21	
4Q525	-432	23	
4Q525	-432	24	
4Q525	-432	25	
4Q525	-432	26	
4Q525	-432	27	
4Q525	-432	29	
4Q53	-406	6	
4Q531	-342	22	
4Q531	-328	17	
4Q533	-446	2	
4Q534	-1006	4	
4Q534	-1006	5	
4Q537	-260	29	
4Q54	-1108	9	
4Q54	-1108	10	
4Q545	-192	2	
4Q545	-192	3	
4Q545	-192	13	
4Q545	-192	16	
4Q546	-434	24	
4Q547	-144	5	
4Q55	(660/1)	1	
4Q550	-430	6	
4Q550	-426	17	
4Q550	-426	18	
4Q553	-353	16	
4Q554	-319	1	
4Q558	-452	1	
4Q558	-452	2	
4Q558	-452	3	
4Q558	-452	4	
4Q558	-452	5	
4Q558	-452	6	
4Q558	-452	7	
4Q558	-452	8	
4Q558	-452	9	
4Q558	-452	10	
4Q558	-452	11	
4Q558	-452	12	
4Q558	-452	13	
4Q558	-452	14	
4Q558	-452	15	
4Q558	-452	16	
4Q558	-452	17	
4Q558	-452	18	
4Q558	-452	19	
4Q558	-452	20	
4Q558	-452	21	
4Q558	-452	22	
4Q558	-452	23	
4Q558	-452	24	
4Q558	-448	1	
4Q558	-448	2	
4Q558	-448	3	
4Q558	-448	4	
4Q558	-448	5	
4Q558	-448	6	
4Q558	-448	7	
4Q558	-448	8	
4Q558	-448	9	
4Q558	-448	10	
4Q558	-448	11	
4Q558	-448	12	
4Q558	-448	13	
4Q558	-448	14	
4Q558	-448	15	
4Q558	-448	16	
4Q558	-448	17	
4Q558	-448	18	
4Q558	-448	19	
4Q558	-448	20	
4Q558	-448	21	
4Q558	-448	22	
4Q558	-448	23	
4Q558	-448	24	
4Q558	-449	1	
4Q558	-449	2	
4Q558	-449	3	
4Q558	-449	4	
4Q558	-449	5	
4Q558	-449	6	
4Q558	-449	7	
4Q558	-449	8	
4Q558	-449	9	
4Q558	-449	10	
4Q558	-449	11	
4Q558	-449	12	
XHev/Se29	-732	59	DJD27 pl.XIX:29a
XHev/Se29	-732	8	DJD27 pl.XIX:29b
XHev/Se29	-732	34	DJD27 pl.XIX:29c
XHev/Se29	-732	26	DJD27 pl.XIX:29d
XHev/Se29	-732	7	DJD27 pl.XIX:29e
XHev/Se29	-732	65	DJD27 pl.XIX:29f
XHev/Se29	-732	63	DJD27 pl.XIX:29g
4Q558	-449	13	
4Q558	-449	14	
4Q558	-449	15	
4Q558	-449	16	
4Q559	-438	1	
4Q559	-438	2	
4Q559	-438	3	
4Q559	-438	4	
4Q559	-438	5	
4Q559	-438	6	
4Q559	-438	7	
4Q559	-438	8	
4Q559	-438	9	
4Q559	-438	10	
4Q559	-438	11	
4Q559	-438	12	
4Q560	-445	3	
4Q561	-439	11	
4Q57	(363/1)	6	
4Q57	(363/1)	7	
4Q57	(363/1)	8	
4Q57	-387	1	
4Q57	-387	5	
4Q57	-387	4	
4Q57	-387	6	
4Q57	-387	3	
4Q57	-387	2	
4Q57	-387	107	
4Q57	-387	7	
4Q57	-387	9	
4Q57	-387	8	
4Q57	-387	11	
4Q57	-387	18	
4Q57	-387	17	
4Q57	-387	16	
4Q57	-387	14	
4Q57	-387	23	
4Q57	-387	27	
4Q57	-387	26	
4Q57	-387	24	
4Q57	-387	37	
4Q57	-387	39	
4Q57	-387	35	
4Q57	-387	49	
4Q57	-387	48	
4Q57	-387	50	
4Q57	-387	46	
4Q57	-387	32	
4Q57	-387	10	
4Q57	-387	13	
4Q57	-387	12	
4Q57	-387	15	
4Q57	-387	21	
4Q57	-387	20	
4Q57	-387	19	
4Q57	-387	22	
4Q57	-387	25	
4Q57	-387	30	
4Q57	-387	29	
4Q57	-387	31	
4Q57	-387	28	
4Q57	-387	33	
4Q57	-387	36	
4Q57	-387	42	
4Q57	-387	41	
4Q57	-387	40	
4Q57	-387	38	
4Q57	-387	44	
4Q57	-387	34	
4Q57	-387	53	
4Q57	-387	51	
4Q57	-387	45	
4Q57	-387	47	
4Q57	-387	52	
4Q57	-387	54	
4Q57	-387	43	
4Q582	-148	7	
4Q583	-260	15	
4Q64	-250	16	
4Q66	-261	13	
4Q66	-261	14	
4Q66	-261	15	
4Q66	-261	16	
4Q7	-275	2	
4Q7	-275	3	
4Q72	-232	2	
4Q72	-244	33	
4Q72	-244	34	
4Q72	-244	35	
4Q72	-244	36	
4Q72	-246	5	
4Q72	-245	7	
4Q72	-232	3	
4Q76	-314	12	
4Q76	-1114	5	
4Q76	-1114	8	
4Q78	-162	21	
4Q78	-162	22	
4Q80	-258	5	
4Q80	-258	12	
4Q81	-1115	4	
4Q82	-1143	14	
4Q82	-1143	17	
4Q82	-1143	18	
4Q82	-1146	15	
4Q82	-1167	8	
4Q82	-1167	11	
4Q82	-1167	22	
4Q82	-1167	24	
4Q82	-1167	25	
4Q82	-1167	23	
4Q82	-1166	27	
4Q82	-1166	28	
4Q82	-1166	31	
4Q82	-1166	32	
4Q82	-1171	38	
4Q82	-1171	39	
4Q82	-1171	40	
4Q82	-1171	41	
4Q82	-1171	42	
4Q82	-1171	43	
4Q82	-1144	4	
4Q82	-1144	7	
4Q82	-1144	9	
4Q82	-1147	5	
4Q82	-1147	6	
4Q82	-1147	7	
4Q82	-1147	9	
4Q82	-1147	13	
4Q82	-1147	14	
4Q82	-1147	15	
4Q82	-1147	21	
4Q82	-1147	24	
4Q82	-1147	25	
4Q82	-1147	26	
4Q82	-1147	27	
4Q82	-1147	28	
4Q82	-1164	1	
4Q82	-1164	2	
4Q82	-1164	3	
4Q82	-1164	4	
4Q82	-1164	5	
4Q82	-1164	6	
4Q82	-1164	7	
4Q82	-1164	8	
4Q82	-1164	9	
4Q82	-1164	10	
4Q82	-1164	11	
4Q82	-1145	1	
4Q82	-1145	2	
4Q82	-1145	3	
4Q82	-1145	4	
4Q82	-1145	5	
4Q82	-1145	6	
4Q82	-1145	7	
4Q82	-1145	8	
4Q82	-1145	9	
4Q82	-1145	10	
4Q82	-1145	11	
4Q82	-1169	1	
4Q82	-1169	2	
4Q82	-1169	3	
4Q82	-1169	4	
4Q82	-1169	5	
4Q82	-1169	6	
4Q82	-1169	7	
4Q82	-1169	8	
4Q82	-1169	9	
4Q82	-1169	10	
4Q82	-1169	11	
4Q82	-1169	12	
4Q82	-1169	13	
4Q82	-1169	14	
4Q82	-1169	15	
4Q82	-1169	16	
4Q82	-1169	17	
4Q82	-1169	18	
4Q82	-1169	19	
4Q82	-1169	20	
4Q82	-1169	21	
4Q82	-1169	22	
4Q82	-1169	23	
4Q82	-1168	1	
4Q82	-1168	2	
4Q82	-1168	3	
4Q82	-1168	4	
4Q82	-1168	5	
4Q82	-1168	6	
4Q83	-1148	19	
4Q84	-383	101	
4Q84	-383	4	
4Q84	-383	2	
4Q84	-383	5	
4Q84	-383	1	
4Q84	-383	3	
4Q84	-360	2	
4Q84	-360	3	
4Q84	-360	6	
4Q84	-360	15	
4Q85	-312	29	
4Q86	-225	13	
4Q86	-225	16	
4Q86	-225	17	
4Q88	-1149	5	
4Q88	-1149	6	
4Q9	-1072	10	
4Q91	-1151	31	
4Q99	-1116	23	
4Q9999	-41	13	
4Q9999	-41	12	
4Q9999	-41	11	
4Q9999	-41	10	
4Q9999	-41	9	
4Q9999	-41	8	
4Q9999	-41	7	
4Q9999	-41	6	
4Q9999	-41	5	
4Q9999	-41	4	
4Q9999	-41	3	
4Q9999	-41	2	
4Q9999	-41	1	
4Q9999	-41	26	
4Q9999	-41	25	
4Q9999	-41	24	
4Q9999	-41	23	
4Q9999	-41	22	
4Q9999	-41	21	
4Q9999	-41	20	
4Q9999	-41	19	
4Q9999	-41	18	
4Q9999	-41	17	
4Q9999	-41	16	
4Q9999	-41	15	
4Q9999	-41	14	
4Q9999	-41	35	
4Q9999	-41	34	
4Q9999	-41	33	
4Q9999	-41	32	
4Q9999	-41	31	
4Q9999	-41	30	
4Q9999	-41	29	
4Q9999	-41	28	
4Q9999	-41	27	
4Q9999	-41	40	
4Q9999	-41	39	
4Q9999	-41	38	
4Q9999	-41	37	
4Q9999	-41	36	
4Q9999	-41	46	
4Q9999	-41	45	
4Q9999	-41	44	
4Q9999	-41	43	
4Q9999	-41	42	
4Q9999	-41	41	
4Q9999	-41	54	
4Q9999	-41	53	
4Q9999	-41	52	
4Q9999	-41	51	
4Q9999	-41	50	
4Q9999	-41	49	
4Q9999	-41	48	
4Q9999	-41	47	
4Q9999	-41	56	
4Q9999	-41	55	
4Q9999	-19	1	
4Q9999	-19	2	
4Q9999	-19	3	
4Q9999	-19	4	
4Q9999	-19	5	
4Q9999	-19	6	
4Q9999	-19	7	
4Q9999	-19	8	
4Q9999	-19	9	
4Q9999	-19	10	
4Q9999	-19	11	
4Q9999	-19	12	
4Q418	-511	1	DJD34 pl.XXVIII:4
4Q418	-511	2	DJD34 pl.XXVIII:3
4Q418	-511	3	DJD34 pl.XXVIII:2
4Q418	-511	4	DJD34 pl.XXVIII:1
4Q418	-511	5	DJD34 pl.XXVIII:9
4Q418	-511	6	DJD34 pl.XXVIII:7
4Q418	-511	7	DJD34 pl.XXVIII:5
4Q418	-511	8	DJD34 pl.XXVIII:8
4Q418	-511	9	DJD34 pl.XXVIII:6
4Q418	-511	10	DJD34 pl.XXVIII:12
4Q418	-511	11	DJD34 pl.XXVIII:11
4Q418	-511	12	DJD34 pl.XXVIII:10
4Q418	-511	13	DJD34 pl.XXVIII:14
4Q418	-511	14	DJD34 pl.XXVIII:19
4Q418	-511	15	DJD34 pl.XXVIII:16, 16b
4Q418	-511	16	DJD34 pl.XXVIII:17
4Q418	-511	17	DJD34 pl.XXVIII:part of 15
4Q418	-511	18	DJD34 pl.XXIX:25
4Q418	-511	19	DJD34 pl.XXIX:22
4Q418	-511	20	DJD34 pl.XXIX:21
4Q418	-511	21	DJD34 pl.XXIX:24
